OA21CD,Pop_count
E00003520,47.3
E00003521,2216.2
E00003522,7224.0
E00003523,3619.4
E00003524,5654.3
E00003525,3658.5
E00003526,8133.6
E00003527,3714.7
E00003528,2545.5
E00003529,10584.4
E00003530,10429.4
E00003531,7467.5
E00003532,5560.7
E00003533,4814.8
E00003534,5990.3
E00003535,3631.1
E00003536,6555.8
E00003537,6498.9
E00003538,4841.1
E00003539,902.8
E00003540,3787.7
E00003541,3657.5
E00003542,133.9
E00003543,3905.9
E00003544,6739.1
E00003545,6830.4
E00003546,3005.9
E00003547,6063.3
E00003548,2421.7
E00003549,7869.6
E00003550,4523.5
E00003551,3138.4
E00003552,6146.1
E00003553,2319.2
E00003554,4955.7
E00003555,5854.9
E00003556,5057.2
E00003557,5802.5
E00003558,5976.1
E00003559,2879.8
E00003560,6660.4
E00003561,5361.2
E00003562,6152.6
E00003563,1923.4
E00003564,5905.0
E00003565,3131.1
E00003566,5299.3
E00003567,5246.7
E00003568,3180.2
E00003569,7464.5
E00003570,9064.3
E00003571,1270.0
E00003572,6114.5
E00003573,8217.8
E00003574,2072.1
E00003575,7306.8
E00003576,3385.9
E00003577,5294.9
E00003578,6450.1
E00003579,4266.8
E00003580,3103.4
E00003581,6413.3
E00003582,2278.1
E00003583,6849.3
E00003584,7067.5
E00003585,3832.2
E00003586,9179.5
E00003587,8465.8
E00003588,8378.4
E00003589,5762.1
E00003590,7901.6
E00003591,3535.2
E00003592,6548.3
E00003593,5765.2
E00003594,15917.6
E00003595,2405.0
E00003596,6409.2
E00003597,5948.0
E00003598,9053.7
E00003599,6782.2
E00003600,2485.0
E00003601,12672.1
E00003602,7362.0
E00003603,12000.0
E00003604,14705.9
E00003605,6770.0
E00003606,13950.6
E00003607,16510.1
E00003608,9211.7
E00003609,6911.8
E00003610,18841.5
E00003611,14492.8
E00003612,17362.6
E00003613,13068.6
E00003614,508.9
E00003615,11363.6
E00003616,12436.4
E00003617,20872.5
E00003618,14114.8
E00003619,16391.8
E00003620,11363.6
E00003621,11655.2
E00003622,21007.8
E00003623,14671.3
E00003624,8370.8
E00003625,10224.7
E00003626,12083.3
E00003628,13563.8
E00003629,2175.4
E00003630,2495.7
E00003631,11322.3
E00003632,4387.2
E00003633,14188.5
E00003634,8435.4
E00003635,11267.0
E00003636,9143.7
E00003637,1822.6
E00003638,10000.0
E00003639,14367.1
E00003640,3032.0
E00003641,3930.9
E00003642,5045.5
E00003643,9913.3
E00003644,4043.9
E00003645,66.2
E00003646,114.2
E00003647,1727.4
E00003648,94.0
E00003649,220.9
E00003650,112.3
E00003651,109.6
E00003653,311.9
E00003654,184.6
E00003655,82.5
E00003656,974.2
E00003657,2639.0
E00003658,522.7
E00003659,8119.8
E00003660,10560.7
E00003661,8078.0
E00003662,6045.5
E00003663,9068.5
E00003664,8406.5
E00003665,1470.4
E00003666,2434.8
E00003667,1165.0
E00003668,5225.1
E00003669,1761.1
E00003670,2641.8
E00003671,4981.4
E00003672,2026.0
E00003673,5160.3
E00003674,2439.0
E00003675,8724.0
E00003676,7245.1
E00003677,5279.5
E00003678,1597.5
E00003679,253.8
E00003680,4566.6
E00003681,6161.6
E00003682,3183.0
E00003683,1431.2
E00003684,421.4
E00003685,5202.2
E00003686,620.0
E00003687,3846.2
E00003688,6560.4
E00003689,6317.0
E00003690,4586.5
E00003691,4132.5
E00003692,3756.5
E00003693,3123.2
E00003694,7125.0
E00003695,1630.3
E00003696,3720.2
E00003697,3839.2
E00003698,4807.2
E00003699,4544.1
E00003700,4049.4
E00003701,4181.6
E00003702,3863.3
E00003703,3946.4
E00003704,4682.7
E00003705,2015.3
E00003706,3632.6
E00003707,435.0
E00003708,5442.0
E00003709,3837.9
E00003710,3774.1
E00003711,1562.1
E00003712,5464.9
E00003713,4093.4
E00003714,3796.0
E00003715,4329.6
E00003716,369.1
E00003717,2226.5
E00003718,1247.9
E00003719,4041.2
E00003720,4518.9
E00003721,7787.6
E00003722,1202.5
E00003723,4148.8
E00003724,4797.5
E00003725,50.0
E00003726,1447.6
E00003727,2155.5
E00003728,6633.2
E00003729,5424.4
E00003730,2931.0
E00003731,4590.4
E00003732,1423.0
E00003733,2822.2
E00003734,3777.1
E00003735,5229.2
E00003736,2221.5
E00003737,4874.1
E00003738,6108.9
E00003739,3656.5
E00003740,6580.0
E00003741,8789.1
E00003742,7488.4
E00003743,1744.4
E00003744,702.8
E00003745,3790.3
E00003746,4772.4
E00003747,6179.2
E00003748,5505.0
E00003749,5201.5
E00003750,5267.0
E00003751,6584.4
E00003752,5719.1
E00003753,5494.7
E00003754,6283.8
E00003755,5692.3
E00003756,4910.6
E00003758,7401.6
E00003759,1788.9
E00003760,1283.5
E00003761,2478.9
E00003762,6889.8
E00003763,756.2
E00003764,495.4
E00003765,7547.2
E00003766,6186.8
E00003767,5612.9
E00003768,3063.6
E00003769,2439.7
E00003770,9005.5
E00003771,6427.3
E00003772,2812.5
E00003773,6347.7
E00003774,2974.5
E00003775,5870.0
E00003776,7615.9
E00003777,5380.8
E00003778,4568.8
E00003779,7494.4
E00003780,7435.9
E00003781,1036.0
E00003782,6936.7
E00003783,7096.8
E00003784,3445.4
E00003785,7435.3
E00003786,4877.3
E00003787,10562.9
E00003788,2363.8
E00003789,8048.8
E00003790,4243.5
E00003791,6764.2
E00003792,6428.6
E00003793,1523.4
E00003795,4593.9
E00003796,7835.8
E00003797,5695.4
E00003798,5442.0
E00003799,7980.5
E00003800,7021.7
E00003801,8581.8
E00003802,6864.2
E00003803,6415.9
E00003804,8853.7
E00003805,7304.3
E00003806,11939.2
E00003807,4905.1
E00003808,6612.6
E00003809,7910.4
E00003810,7442.4
E00003811,9813.7
E00003812,8979.0
E00003813,6087.7
E00003814,572.7
E00003815,10228.8
E00003816,6389.6
E00003817,5648.1
E00003818,14280.3
E00003819,6688.5
E00003820,13160.2
E00003821,9122.8
E00003822,9413.4
E00003823,6702.6
E00003824,10457.3
E00003825,10634.3
E00003826,8357.3
E00003827,2863.6
E00003828,9201.2
E00003829,6445.8
E00003830,6357.6
E00003831,6742.4
E00003832,9054.9
E00003833,10170.1
E00003834,7133.0
E00003835,7478.8
E00003836,5937.5
E00003837,591.5
E00003838,3006.8
E00003839,3076.0
E00003840,3126.2
E00003841,979.8
E00003842,1002.4
E00003843,3622.3
E00003844,4560.8
E00003845,3614.3
E00003846,2780.9
E00003847,6138.8
E00003848,2757.0
E00003849,3585.7
E00003850,3477.3
E00003851,2546.8
E00003853,3847.1
E00003854,3498.9
E00003855,5431.2
E00003856,12030.5
E00003857,24821.4
E00003859,5628.8
E00003860,10029.7
E00003861,8619.3
E00003862,4829.1
E00003863,20000.0
E00003864,9967.9
E00003865,10110.7
E00003866,3840.0
E00003867,5360.7
E00003868,3496.6
E00003869,3449.3
E00003870,4731.9
E00003871,2276.7
E00003872,5235.0
E00003873,4161.0
E00003874,3871.8
E00003875,5368.0
E00003876,3244.3
E00003877,2667.3
E00003878,3873.9
E00003879,2553.4
E00003880,3409.7
E00003881,3355.2
E00003882,2389.4
E00003883,4412.2
E00003884,3670.7
E00003885,6693.9
E00003886,5681.2
E00003887,4442.9
E00003888,4619.8
E00003889,13119.7
E00003890,4406.6
E00003891,9383.0
E00003892,9514.8
E00003893,12099.2
E00003894,13574.0
E00003895,12968.0
E00003896,11348.3
E00003897,4048.3
E00003898,1970.7
E00003899,18944.1
E00003900,9066.3
E00003901,1798.6
E00003902,6689.8
E00003903,9875.4
E00003904,12583.7
E00003905,9883.7
E00003906,12701.8
E00003907,9656.4
E00003908,9282.5
E00003909,10396.0
E00003910,16620.7
E00003911,6902.4
E00003912,10124.0
E00003913,9840.6
E00003914,2086.8
E00003915,3521.9
E00003916,20434.8
E00003917,11074.1
E00003918,13909.5
E00003919,1400.8
E00003920,8377.4
E00003921,12114.1
E00003922,4544.2
E00003923,12960.9
E00003924,13080.4
E00003925,7780.0
E00003926,6952.2
E00003927,3303.6
E00003928,4777.9
E00003929,13625.7
E00003930,9512.9
E00003931,17594.0
E00003932,6534.5
E00003933,9852.4
E00003934,32753.6
E00003935,4084.5
E00003936,6742.7
E00003937,9036.1
E00003938,8685.0
E00003939,8852.5
E00003940,12570.3
E00003941,7028.4
E00003942,9060.6
E00003943,10468.8
E00003944,7879.6
E00003945,7385.3
E00003946,933.6
E00003947,14074.1
E00003948,4290.4
E00003949,4529.2
E00003950,3358.1
E00003951,3804.5
E00003952,5831.9
E00003953,3039.1
E00003954,3793.5
E00003955,3769.4
E00003956,2847.4
E00003957,1051.2
E00003958,9878.8
E00003959,2854.8
E00003960,6183.5
E00003961,2633.1
E00003962,3187.2
E00003963,1075.3
E00003964,1030.7
E00003965,1298.6
E00003966,2337.4
E00003967,2634.9
E00003968,3949.1
E00003969,3774.5
E00003970,4113.9
E00003971,3546.8
E00003972,3761.0
E00003973,4120.3
E00003974,5521.6
E00003975,3626.5
E00003976,4708.5
E00003977,3988.5
E00003978,4827.1
E00003979,5000.0
E00003980,4818.9
E00003981,4761.1
E00003982,4938.7
E00003983,8152.5
E00003984,4257.2
E00003985,4082.1
E00003986,2622.2
E00003987,7060.4
E00003988,4618.5
E00003989,6156.9
E00003990,4336.0
E00003991,1762.6
E00003992,7375.0
E00003993,7710.8
E00003994,3123.8
E00003995,3097.0
E00003996,3536.8
E00003997,5875.0
E00003998,7135.2
E00003999,13238.9
E00004000,2231.5
E00004001,5522.8
E00004002,8598.1
E00004003,5702.6
E00004004,9230.8
E00004005,11407.4
E00004006,3161.0
E00004007,3756.0
E00004008,5109.9
E00004009,4826.2
E00004010,7812.5
E00004011,4743.2
E00004012,12048.6
E00004013,426.2
E00004014,4314.0
E00004015,16770.8
E00004016,9452.1
E00004017,7101.8
E00004018,4697.0
E00004020,8965.5
E00004022,4135.9
E00004023,6210.0
E00004024,4536.4
E00004025,909.9
E00004026,9917.7
E00004027,11192.3
E00004028,7630.1
E00004029,4647.4
E00004030,7796.6
E00004031,7629.8
E00004032,12392.2
E00004033,5933.7
E00004034,13527.6
E00004035,8382.7
E00004036,6153.8
E00004037,7681.7
E00004038,9069.2
E00004039,7879.6
E00004040,10191.6
E00004041,11641.2
E00004042,4555.9
E00004043,5136.1
E00004044,5626.7
E00004045,4188.5
E00004046,6240.3
E00004047,4335.8
E00004048,3061.9
E00004049,8040.2
E00004050,3019.5
E00004051,2951.0
E00004052,3793.8
E00004053,10598.3
E00004054,4569.9
E00004055,2253.3
E00004056,7446.4
E00004057,1700.9
E00004058,3378.5
E00004059,5866.3
E00004060,6410.8
E00004061,3450.1
E00004062,7838.5
E00004063,2968.9
E00004064,3079.4
E00004065,4448.8
E00004066,3466.7
E00004067,3929.5
E00004068,3206.3
E00004069,3261.5
E00004070,4964.5
E00004071,8281.6
E00004072,6054.8
E00004073,8732.4
E00004074,6453.8
E00004075,1487.5
E00004076,3516.8
E00004077,4623.7
E00004078,1704.6
E00004079,4118.4
E00004080,3880.9
E00004081,4714.6
E00004082,7657.1
E00004083,4188.0
E00004084,8917.9
E00004085,5694.4
E00004086,3737.0
E00004087,6659.6
E00004088,7105.3
E00004089,3241.8
E00004090,7303.4
E00004091,7109.2
E00004092,2961.5
E00004093,5339.8
E00004094,5538.5
E00004095,4309.9
E00004096,6733.9
E00004097,10839.7
E00004098,1699.6
E00004099,3848.9
E00004100,3805.4
E00004101,958.4
E00004102,3909.0
E00004103,3105.4
E00004104,2648.0
E00004105,5347.5
E00004106,1046.4
E00004107,4508.5
E00004108,5515.5
E00004109,710.7
E00004110,6898.7
E00004111,7763.4
E00004112,5136.7
E00004113,7333.3
E00004114,6182.8
E00004115,3541.9
E00004116,6729.0
E00004117,7754.2
E00004118,4910.7
E00004119,4338.9
E00004120,12334.8
E00004121,11796.1
E00004122,8823.5
E00004123,8459.1
E00004124,9461.1
E00004125,27976.2
E00004126,16835.4
E00004127,13483.9
E00004128,11245.4
E00004129,22457.6
E00004130,22079.2
E00004131,13405.4
E00004132,13021.6
E00004133,20192.3
E00004134,10675.7
E00004135,22456.1
E00004136,12709.7
E00004137,16102.9
E00004138,22613.6
E00004140,13422.8
E00004141,18125.0
E00004142,22358.5
E00004143,11581.6
E00004145,16913.6
E00004146,18916.7
E00004147,10324.3
E00004148,7962.1
E00004149,11207.4
E00004150,19084.0
E00004151,20727.3
E00004152,8135.6
E00004153,13508.8
E00004154,10851.1
E00004155,23750.0
E00004156,12873.6
E00004157,8960.0
E00004158,14305.6
E00004159,212500.0
E00004160,8834.1
E00004161,13557.0
E00004162,16742.4
E00004163,14573.6
E00004164,178000.0
E00004165,205882.4
E00004166,27194.2
E00004167,7961.8
E00004168,18073.4
E00004169,6941.2
E00004172,6000.0
E00004173,8822.6
E00004174,3378.7
E00004175,53333.3
E00004177,8823.5
E00004179,19407.9
E00004180,20752.7
E00004181,17120.4
E00004182,24262.3
E00004183,45945.9
E00004184,33500.0
E00004185,8767.1
E00004187,8098.0
E00004188,11250.0
E00004189,4519.8
E00004190,243076.9
E00004193,11160.3
E00004194,17019.2
E00004195,3405.3
E00004196,42307.7
E00004197,5439.6
E00004198,6583.3
E00004199,8130.6
E00004200,10470.6
E00004201,1501.0
E00004202,33913.0
E00004203,13061.2
E00004204,10819.7
E00004205,10438.6
E00004206,21666.7
E00004207,20663.0
E00004208,20875.0
E00004209,6517.4
E00004210,24793.4
E00004211,5808.1
E00004212,16629.2
E00004213,7371.7
E00004215,12916.7
E00004216,13612.6
E00004217,17516.3
E00004218,22773.7
E00004219,14411.8
E00004220,22948.7
E00004221,17631.6
E00004222,25925.9
E00004223,12572.3
E00004224,14184.8
E00004225,5873.5
E00004226,11476.2
E00004227,16410.3
E00004228,14310.3
E00004229,9756.8
E00004230,15616.4
E00004231,14285.7
E00004232,15047.6
E00004233,17578.1
E00004234,10952.4
E00004235,12441.5
E00004236,9034.5
E00004237,24583.3
E00004238,10053.5
E00004239,18529.4
E00004240,8027.0
E00004241,8377.6
E00004242,11696.4
E00004243,10355.6
E00004244,27835.1
E00004245,11502.1
E00004246,6666.7
E00004247,9898.0
E00004248,22349.7
E00004249,13099.4
E00004250,11851.9
E00004251,6961.7
E00004252,13197.7
E00004253,24292.5
E00004254,22543.9
E00004255,16464.1
E00004256,17627.1
E00004257,11881.2
E00004258,14768.2
E00004259,26019.4
E00004260,35178.6
E00004261,30625.0
E00004262,28532.6
E00004263,13045.3
E00004264,15701.4
E00004265,16967.7
E00004266,12500.0
E00004268,8152.2
E00004269,24130.4
E00004270,23529.4
E00004271,21824.8
E00004272,11111.1
E00004273,11325.6
E00004274,14074.1
E00004275,12878.8
E00004276,12634.4
E00004277,14388.5
E00004278,13239.4
E00004279,18676.5
E00004280,12400.0
E00004281,16727.3
E00004282,7055.7
E00004283,8872.7
E00004284,14566.5
E00004285,10280.0
E00004286,12227.1
E00004287,26020.4
E00004288,15465.8
E00004289,18461.5
E00004290,17118.6
E00004291,15427.4
E00004292,43580.2
E00004293,15232.6
E00004294,18449.0
E00004295,2929.8
E00004296,10630.4
E00004297,12301.3
E00004298,5036.4
E00004299,13689.3
E00004300,11640.6
E00004301,17647.1
E00004302,6371.0
E00004303,7911.8
E00004304,16490.4
E00004305,17988.8
E00004306,15645.2
E00004307,14570.3
E00004308,13450.0
E00004309,13960.4
E00004310,18850.6
E00004311,10518.5
E00004312,11125.0
E00004313,17463.8
E00004314,12270.7
E00004315,16685.4
E00004316,13290.3
E00004317,14555.6
E00004318,10905.5
E00004319,13202.0
E00004320,8811.9
E00004321,7277.0
E00004322,3404.7
E00004323,9891.8
E00004324,4660.6
E00004325,8501.6
E00004326,8582.7
E00004327,8567.3
E00004328,10945.9
E00004329,13036.4
E00004330,20000.0
E00004331,11877.7
E00004332,6710.5
E00004333,21071.4
E00004334,10467.3
E00004335,12512.3
E00004336,15023.3
E00004337,7401.1
E00004338,6519.5
E00004339,9119.2
E00004340,12159.1
E00004341,22173.9
E00004342,19435.5
E00004343,15253.2
E00004344,16347.3
E00004345,3247.9
E00004346,3398.3
E00004347,6463.4
E00004348,12128.4
E00004349,6674.4
E00004350,6785.7
E00004351,4657.0
E00004352,6098.0
E00004353,16886.4
E00004354,4528.3
E00004355,7823.5
E00004356,4646.1
E00004357,5089.3
E00004358,6919.9
E00004359,4416.4
E00004360,7575.8
E00004361,5092.6
E00004362,19000.0
E00004363,13819.4
E00004364,13431.6
E00004365,14230.8
E00004366,20000.0
E00004367,44486.0
E00004368,8409.1
E00004369,12549.0
E00004370,9786.3
E00004371,42766.0
E00004372,19337.7
E00004373,11319.4
E00004374,25795.5
E00004375,12099.4
E00004376,15019.9
E00004377,18359.4
E00004378,11653.5
E00004379,11017.7
E00004380,23071.4
E00004381,11493.2
E00004382,19481.5
E00004383,12692.3
E00004384,11977.4
E00004385,9116.3
E00004386,14315.1
E00004387,17722.8
E00004388,20204.1
E00004389,16845.6
E00004390,18257.6
E00004391,13016.5
E00004392,12950.8
E00004393,11958.8
E00004394,20689.7
E00004395,12008.5
E00004396,17051.3
E00004397,9250.8
E00004398,13664.6
E00004399,31983.5
E00004400,69800.0
E00004401,4957.3
E00004402,17333.3
E00004403,409.9
E00004404,2483.3
E00004405,5521.5
E00004406,3315.0
E00004407,1485.9
E00004408,5226.8
E00004409,19230.8
E00004410,16666.7
E00004411,11597.6
E00004412,11666.7
E00004413,12784.1
E00004414,10398.2
E00004415,15875.0
E00004416,585.7
E00004417,11434.8
E00004418,6864.7
E00004419,12352.9
E00004420,10957.4
E00004421,17030.3
E00004422,7729.7
E00004423,9879.5
E00004424,22954.5
E00004425,9413.7
E00004426,9160.3
E00004427,5028.2
E00004428,28873.2
E00004429,7639.3
E00004430,22823.5
E00004431,8203.4
E00004432,9518.9
E00004433,7437.8
E00004435,10177.0
E00004436,5530.0
E00004437,7291.1
E00004438,9414.4
E00004439,7171.4
E00004440,8101.7
E00004441,20560.0
E00004442,22524.3
E00004444,23595.5
E00004445,18702.3
E00004446,16224.5
E00004448,17049.2
E00004450,17202.1
E00004451,15000.0
E00004452,11953.1
E00004453,17066.1
E00004454,17162.2
E00004455,18976.4
E00004456,16793.9
E00004458,17190.1
E00004459,62978.7
E00004460,15494.5
E00004461,32142.9
E00004462,16074.1
E00004463,28448.3
E00004465,18186.5
E00004466,25000.0
E00004467,20653.6
E00004469,10829.5
E00004470,14721.0
E00004471,19017.9
E00004472,9560.7
E00004473,4127.5
E00004474,11083.9
E00004475,38101.3
E00004476,24338.2
E00004477,14364.6
E00004478,14088.1
E00004479,15107.5
E00004480,15149.7
E00004481,11066.7
E00004482,11102.7
E00004483,11470.6
E00004484,16936.4
E00004485,18680.6
E00004486,10271.2
E00004487,18611.1
E00004488,26875.0
E00004489,351.1
E00004490,16089.7
E00004491,5332.1
E00004492,310.3
E00004493,8545.5
E00004494,1862.0
E00004495,1896.9
E00004496,2480.6
E00004497,27126.4
E00004498,8554.2
E00004499,3181.0
E00004500,15934.1
E00004501,13896.1
E00004502,21570.2
E00004503,15723.7
E00004504,4577.5
E00004505,18279.6
E00004506,21329.1
E00004507,2738.5
E00004508,5758.2
E00004509,9797.1
E00004510,9359.0
E00004511,7386.9
E00004512,11157.4
E00004513,7478.0
E00004514,10753.1
E00004515,13220.3
E00004516,8411.8
E00004517,11213.4
E00004518,25000.0
E00004519,15734.3
E00004520,51276.6
E00004521,8766.0
E00004522,6958.3
E00004523,11087.0
E00004524,1114.1
E00004525,10571.4
E00004526,18097.8
E00004527,3303.4
E00004528,10052.9
E00004529,9260.5
E00004530,7120.7
E00004531,7589.3
E00004532,12339.4
E00004534,25555.6
E00004535,3366.9
E00004536,7447.4
E00004537,18955.2
E00004538,33703.7
E00004539,42539.7
E00004540,24728.7
E00004541,30714.3
E00004542,20476.2
E00004543,19756.1
E00004544,10902.0
E00004545,45540.5
E00004546,9473.7
E00004547,7580.0
E00004548,9328.1
E00004549,34637.7
E00004550,30085.5
E00004551,12006.3
E00004552,49857.1
E00004553,15585.1
E00004554,3588.9
E00004555,68478.3
E00004556,6171.2
E00004557,6024.1
E00004558,18029.2
E00004559,30276.2
E00004560,6298.2
E00004561,16082.5
E00004562,8707.5
E00004564,15722.2
E00004565,15600.0
E00004566,13888.9
E00004567,22973.0
E00004568,12579.5
E00004569,15228.8
E00004570,11991.7
E00004571,13670.2
E00004572,24054.1
E00004573,11136.4
E00004574,20545.5
E00004575,19687.5
E00004576,16122.4
E00004577,13661.4
E00004578,20142.9
E00004579,5398.6
E00004580,20394.7
E00004581,12038.8
E00004582,15000.0
E00004583,13775.1
E00004584,3367.0
E00004585,19302.3
E00004586,13806.8
E00004587,17500.0
E00004588,15076.9
E00004589,18181.8
E00004590,20463.0
E00004591,21512.6
E00004592,17826.1
E00004593,11116.5
E00004594,13865.0
E00004595,16087.0
E00004596,13511.9
E00004597,18356.2
E00004598,22307.7
E00004599,13947.4
E00004600,31962.6
E00004601,10069.0
E00004602,19752.1
E00004603,23024.7
E00004604,20983.6
E00004605,12179.5
E00004606,15990.6
E00004607,16363.6
E00004608,13714.3
E00004610,15320.2
E00004611,22643.7
E00004612,16010.9
E00004613,8219.2
E00004614,12670.0
E00004615,22471.9
E00004616,25555.6
E00004617,23333.3
E00004618,25760.9
E00004619,27848.1
E00004620,33170.7
E00004621,26605.5
E00004622,28088.2
E00004623,15888.3
E00004624,12956.5
E00004625,18059.7
E00004626,15154.6
E00004627,30000.0
E00004628,69697.0
E00004629,16615.4
E00004630,19166.7
E00004631,15297.6
E00004632,25203.3
E00004633,9256.8
E00004634,15872.1
E00004635,33777.8
E00004636,29111.1
E00004637,21356.8
E00004638,21295.3
E00004639,15177.3
E00004640,18324.9
E00004641,33981.5
E00004642,37272.7
E00004643,10292.4
E00004644,22171.7
E00004645,51388.9
E00004646,23200.0
E00004647,19160.8
E00004649,21236.0
E00004650,7598.7
E00004651,15595.2
E00004652,10637.3
E00004655,16685.4
E00004658,10869.6
E00004659,10000.0
E00004660,20849.1
E00004661,22830.2
E00004662,10164.8
E00004663,35164.8
E00004664,22148.1
E00004665,31529.4
E00004666,9897.4
E00004667,57307.7
E00004668,26949.2
E00004669,23680.0
E00004670,44603.2
E00004671,21094.9
E00004672,41951.2
E00004673,49636.4
E00004674,24476.2
E00004675,14700.9
E00004676,13296.7
E00004678,11939.4
E00004679,18314.6
E00004680,92038.8
E00004681,2295.6
E00004682,25131.6
E00004683,13333.3
E00004684,30000.0
E00004685,41911.8
E00004686,36250.0
E00004687,778.9
E00004688,62686.6
E00004689,27796.6
E00004690,25681.8
E00004691,19127.0
E00004692,23925.2
E00004693,19937.9
E00004694,1261.2
E00004695,18404.9
E00004696,70612.2
E00004697,13356.2
E00004699,7254.5
E00004700,21571.4
E00004701,7265.4
E00004702,28554.2
E00004703,17515.9
E00004704,13097.3
E00004705,6950.4
E00004706,10497.1
E00004707,12743.9
E00004708,19500.0
E00004709,22666.7
E00004710,4902.7
E00004711,24728.7
E00004712,2264.8
E00004713,39302.3
E00004714,4971.4
E00004715,17530.1
E00004717,28613.9
E00004719,25393.9
E00004720,27000.0
E00004721,35122.0
E00004723,34651.2
E00004724,20500.0
E00004725,22865.5
E00004726,10384.6
E00004727,17500.0
E00004728,81081.1
E00004729,37500.0
E00004730,41136.4
E00004731,5020.1
E00004733,14979.3
E00004736,8711.1
E00004738,12588.8
E00004739,13699.4
E00004741,18372.1
E00004742,22518.0
E00004743,28283.6
E00004744,11470.6
E00004745,21307.7
E00004746,25725.8
E00004747,28161.8
E00004748,16009.6
E00004749,35000.0
E00004750,6371.2
E00004751,9816.5
E00004752,20263.2
E00004753,28055.6
E00004754,8271.3
E00004755,28289.5
E00004756,27674.4
E00004757,28731.3
E00004758,35483.9
E00004759,59423.1
E00004760,41200.0
E00004761,22105.3
E00004762,21879.7
E00004763,19000.0
E00004764,25454.5
E00004765,26265.1
E00004766,13502.8
E00004767,13898.3
E00004768,13686.6
E00004769,12465.8
E00004770,7317.1
E00004771,2675.9
E00004772,2703.3
E00004773,12574.3
E00004774,21081.1
E00004775,12500.0
E00004776,15337.1
E00004777,21838.2
E00004778,4459.5
E00004779,14257.4
E00004780,14493.7
E00004781,17054.5
E00004782,7692.3
E00004783,3415.7
E00004784,7539.8
E00004785,15129.3
E00004786,12738.9
E00004787,11045.8
E00004788,15753.4
E00004789,43958.3
E00004790,18531.5
E00004791,14941.2
E00004792,15930.2
E00004793,11308.0
E00004794,12302.2
E00004795,16827.6
E00004796,17551.0
E00004797,17125.5
E00004798,12600.0
E00004799,21484.4
E00004801,13451.8
E00004802,22612.6
E00004803,19612.4
E00004804,15763.9
E00004805,18161.8
E00004806,18951.6
E00004807,11422.4
E00004808,27142.9
E00004809,11376.5
E00004810,12175.6
E00004811,14650.0
E00004812,19211.8
E00004813,5250.0
E00004814,16209.7
E00004816,19203.5
E00004817,16712.3
E00004818,27808.2
E00004819,14526.3
E00004820,17074.8
E00004821,16160.7
E00004822,16548.2
E00004823,33333.3
E00004824,19238.1
E00004825,31406.3
E00004826,23894.7
E00004827,31400.0
E00004828,19024.4
E00004829,9036.1
E00004830,22447.6
E00004831,16993.5
E00004833,6867.5
E00004834,25384.6
E00004835,5737.5
E00004836,15257.1
E00004837,13294.4
E00004838,18455.9
E00004839,14189.7
E00004840,12748.5
E00004841,17625.0
E00004842,21512.6
E00004843,20350.9
E00004844,22542.4
E00004845,13109.8
E00004846,13118.8
E00004847,24226.8
E00004848,12254.5
E00004849,15621.3
E00004850,12709.0
E00004851,16695.7
E00004852,16560.5
E00004853,19058.0
E00004854,9164.0
E00004855,11635.0
E00004856,9659.1
E00004857,11224.5
E00004858,10504.7
E00004859,11212.9
E00004860,17157.9
E00004861,10276.8
E00004862,12857.1
E00004863,9682.0
E00004864,8097.3
E00004865,11155.2
E00004866,11632.7
E00004867,10686.7
E00004868,10803.6
E00004869,10909.1
E00004870,12916.7
E00004871,9694.4
E00004872,10301.9
E00004873,13306.5
E00004874,12758.6
E00004875,10875.6
E00004876,14593.3
E00004877,13423.4
E00004878,12283.5
E00004879,12297.3
E00004880,9721.1
E00004881,9079.8
E00004882,12037.7
E00004883,13018.9
E00004884,11439.7
E00004885,16282.5
E00004886,15240.4
E00004887,7396.8
E00004888,13552.6
E00004889,13990.8
E00004890,12651.9
E00004891,10822.5
E00004892,15836.3
E00004893,22946.4
E00004894,8662.4
E00004895,10469.5
E00004896,10740.7
E00004897,10963.0
E00004898,13798.1
E00004899,10989.0
E00004900,8567.3
E00004901,15811.5
E00004902,15479.5
E00004904,8975.2
E00004905,7857.1
E00004906,12819.4
E00004907,11774.2
E00004908,14009.7
E00004909,17175.9
E00004910,5067.7
E00004911,10988.6
E00004912,11241.1
E00004913,9743.6
E00004914,7749.4
E00004916,11337.8
E00004917,9195.1
E00004918,7269.3
E00004920,5801.7
E00004921,2259.0
E00004922,2174.7
E00004923,5533.7
E00004924,9228.4
E00004925,2626.3
E00004926,10912.1
E00004927,5303.3
E00004928,2677.0
E00004929,8927.3
E00004930,9144.4
E00004931,7409.1
E00004932,11487.3
E00004933,11257.5
E00004934,10029.4
E00004935,8033.6
E00004936,12480.0
E00004937,3355.0
E00004938,5729.6
E00004939,4579.3
E00004940,6984.5
E00004941,5077.2
E00004942,4005.4
E00004943,3989.6
E00004944,12804.4
E00004945,4882.8
E00004946,5283.3
E00004947,5961.9
E00004948,6060.6
E00004949,5547.3
E00004950,7636.4
E00004951,9559.6
E00004952,6966.1
E00004953,3093.4
E00004954,5036.2
E00004955,3033.8
E00004956,9201.4
E00004957,17821.2
E00004958,9205.9
E00004959,12381.0
E00004960,12931.6
E00004961,15360.8
E00004962,7754.6
E00004963,14778.3
E00004964,9228.9
E00004965,10568.2
E00004966,14007.1
E00004967,10919.5
E00004968,13942.7
E00004969,11566.8
E00004970,14461.5
E00004971,7089.6
