OA21CD,Pop_count
E00000699,5783.3
E00000700,4902.5
E00000701,6915.1
E00000702,10985.2
E00000703,2239.1
E00000704,7450.4
E00000705,2950.0
E00000706,6817.2
E00000707,2580.0
E00000708,4481.6
E00000709,20114.9
E00000710,5960.2
E00000711,15548.4
E00000712,6023.3
E00000713,9591.8
E00000714,7873.8
E00000715,9621.2
E00000716,19561.4
E00000717,20469.8
E00000718,13145.2
E00000719,16010.6
E00000720,6260.7
E00000721,15366.8
E00000722,7334.9
E00000723,9634.1
E00000724,3092.9
E00000725,7362.0
E00000726,9873.7
E00000727,9479.4
E00000728,8064.0
E00000730,10887.4
E00000732,9308.3
E00000737,16448.1
E00000738,15235.6
E00000739,21793.7
E00000740,13106.8
E00000742,18836.0
E00000743,12968.0
E00000745,25692.3
E00000746,13205.1
E00000747,26779.7
E00000748,6350.1
E00000749,10153.1
E00000750,30480.8
E00000751,18675.2
E00000752,6995.8
E00000754,29928.6
E00000755,23750.0
E00000756,13209.3
E00000757,14019.6
E00000758,13647.1
E00000761,29764.7
E00000763,5888.7
E00000767,11000.0
E00000768,9747.2
E00000769,7557.5
E00000770,10579.1
E00000771,5883.0
E00000772,8801.4
E00000773,11748.3
E00000774,8681.3
E00000775,13258.8
E00000776,9921.9
E00000777,9937.1
E00000778,9291.1
E00000779,10313.3
E00000780,8847.2
E00000781,8775.5
E00000782,10294.9
E00000783,4146.8
E00000785,8568.5
E00000786,9230.8
E00000787,9876.2
E00000788,10427.0
E00000789,8424.9
E00000790,11944.4
E00000791,12775.1
E00000792,15777.8
E00000793,10962.7
E00000794,1083.7
E00000795,5512.0
E00000796,24589.0
E00000797,12107.1
E00000798,14196.4
E00000799,11381.6
E00000800,9830.9
E00000801,14133.3
E00000802,4191.9
E00000803,12067.3
E00000804,9894.3
E00000805,13175.7
E00000806,2029.1
E00000807,15454.5
E00000808,7487.6
E00000809,10617.3
E00000810,13023.3
E00000811,2883.4
E00000812,1827.5
E00000813,9748.7
E00000814,13014.4
E00000815,9927.8
E00000816,11610.7
E00000817,4804.5
E00000818,11003.5
E00000819,8874.0
E00000820,6476.4
E00000821,11229.1
E00000822,9047.6
E00000823,9482.8
E00000824,5098.7
E00000825,2168.0
E00000826,9116.6
E00000827,7118.3
E00000828,4665.6
E00000829,6803.1
E00000830,7997.3
E00000831,8557.9
E00000832,4711.2
E00000833,8044.9
E00000834,5984.3
E00000835,4929.8
E00000836,5649.1
E00000837,5061.7
E00000838,8282.2
E00000839,3601.4
E00000840,10680.6
E00000841,2756.5
E00000842,11047.9
E00000843,10055.4
E00000844,4928.5
E00000845,6218.2
E00000846,9409.5
E00000847,4775.4
E00000848,5346.7
E00000849,11198.7
E00000850,5193.1
E00000851,9083.8
E00000852,6652.0
E00000853,6580.5
E00000854,5058.3
E00000855,15696.7
E00000856,1829.3
E00000857,1511.7
E00000858,9607.3
E00000859,10500.0
E00000860,9419.9
E00000861,1179.9
E00000863,4681.5
E00000864,3669.2
E00000865,2613.9
E00000866,2490.2
E00000867,1110.4
E00000868,6935.9
E00000869,3574.6
E00000870,7558.1
E00000871,6544.4
E00000872,1354.2
E00000873,6596.9
E00000874,9956.3
E00000875,4592.6
E00000876,5485.5
E00000877,4242.4
E00000878,1278.7
E00000880,7109.6
E00000881,8072.6
E00000882,8684.2
E00000883,1595.2
E00000884,8673.1
E00000885,9166.7
E00000886,15767.4
E00000887,19927.5
E00000888,11690.8
E00000889,19411.8
E00000890,11926.3
E00000891,13974.9
E00000892,13800.7
E00000893,9607.3
E00000894,7517.9
E00000895,4298.0
E00000896,13833.3
E00000897,3626.4
E00000898,12931.0
E00000899,13222.2
E00000900,13305.1
E00000901,9200.0
E00000902,16377.6
E00000903,14000.0
E00000904,15140.8
E00000905,13403.4
E00000906,15647.7
E00000907,3463.3
E00000908,10451.1
E00000909,12908.5
E00000910,12285.7
E00000911,12564.1
E00000912,11384.6
E00000913,7062.1
E00000914,6029.8
E00000915,15282.1
E00000916,8537.3
E00000917,8947.4
E00000918,9209.3
E00000919,10446.9
E00000920,6960.6
E00000921,14071.1
E00000922,1518.9
E00000923,7979.8
E00000924,8469.4
E00000925,2869.6
E00000926,128.0
E00000927,6304.3
E00000928,7552.6
E00000929,7639.6
E00000930,7540.7
E00000931,8731.1
E00000932,3497.4
E00000934,5471.0
E00000935,7527.3
E00000936,7597.6
E00000937,17238.8
E00000938,7660.0
E00000939,6176.1
E00000940,6534.7
E00000941,6746.0
E00000943,18406.4
E00000944,8462.9
E00000945,4691.2
E00000947,6217.3
E00000948,5984.7
E00000949,5925.9
E00000950,5903.8
E00000951,6369.6
E00000952,5993.7
E00000953,11916.9
E00000954,4308.8
E00000955,8407.8
E00000956,7787.2
E00000958,6478.7
E00000959,3671.0
E00000960,6826.2
E00000961,14422.0
E00000962,12919.1
E00000963,8901.6
E00000964,2158.2
E00000965,11517.5
E00000966,9387.1
E00000967,6510.2
E00000968,7279.6
E00000969,5401.0
E00000970,4544.3
E00000971,7028.2
E00000972,2986.2
E00000973,6561.8
E00000974,9966.7
E00000975,7577.2
E00000976,9486.0
E00000977,4898.0
E00000978,8395.4
E00000979,5000.0
E00000980,7244.1
E00000981,3301.2
E00000982,2903.2
E00000983,4702.3
E00000984,5387.9
E00000985,4700.9
E00000986,7898.1
E00000987,3648.8
E00000988,6259.7
E00000990,5308.9
E00000991,8100.7
E00000992,10370.4
E00000993,4142.4
E00000994,4338.9
E00000995,12850.5
E00000996,9582.2
E00000997,10200.7
E00000998,8224.3
E00000999,8322.3
E00001000,8328.4
E00001001,9632.4
E00001002,6795.7
E00001003,5691.6
E00001004,3777.6
E00001005,11541.0
E00001006,6786.3
E00001007,7598.3
E00001008,5876.9
E00001009,13067.7
E00001010,7222.2
E00001011,5681.8
E00001012,1438.1
E00001013,4980.9
E00001014,1468.8
E00001015,825.3
E00001016,12743.4
E00001017,1320.5
E00001018,1017.6
E00001019,7202.4
E00001020,4497.0
E00001021,21042.7
E00001022,6674.3
E00001023,3005.0
E00001024,5582.9
E00001025,5289.1
E00001026,8696.6
E00001027,5366.3
E00001028,2433.4
E00001029,4794.0
E00001030,5507.0
E00001031,5106.7
E00001032,3992.0
E00001033,2583.3
E00001034,8471.8
E00001035,5898.5
E00001036,3060.2
E00001037,4426.8
E00001038,4148.0
E00001039,5846.2
E00001040,4251.6
E00001041,7696.6
E00001042,5131.3
E00001043,4601.8
E00001044,1927.4
E00001045,3909.0
E00001046,3140.6
E00001047,4716.5
E00001048,11375.0
E00001049,4082.7
E00001050,10074.8
E00001051,3936.9
E00001052,3699.3
E00001053,2500.0
E00001054,2770.5
E00001055,6042.7
E00001056,7200.0
E00001057,1216.6
E00001058,6632.0
E00001059,3968.1
E00001060,2722.4
E00001061,8535.3
E00001062,12662.2
E00001063,13401.8
E00001064,8211.9
E00001065,9202.7
E00001066,7734.1
E00001067,10978.0
E00001068,14769.2
E00001069,10606.7
E00001071,12875.8
E00001072,12334.2
E00001073,14105.3
E00001074,11024.0
E00001075,11371.6
E00001076,2889.7
E00001077,15755.4
E00001078,5930.9
E00001079,1504.2
E00001081,4270.0
E00001082,10177.2
E00001083,12602.2
E00001084,8277.3
E00001085,7807.0
E00001086,9263.2
E00001087,10191.8
E00001089,12405.1
E00001090,8554.6
E00001091,10567.6
E00001092,4106.3
E00001093,5860.0
E00001094,6314.6
E00001095,11457.1
E00001096,17424.2
E00001097,8514.5
E00001098,6362.5
E00001099,11789.8
E00001100,9881.5
E00001101,10295.9
E00001102,9724.8
E00001103,7117.1
E00001104,8213.6
E00001105,8606.4
E00001106,16790.1
E00001107,7970.8
E00001108,5491.3
E00001109,9300.2
E00001110,8693.7
E00001111,10501.3
E00001112,11046.2
E00001113,11419.8
E00001114,2705.3
E00001115,9857.1
E00001116,9721.3
E00001117,239.7
E00001118,2284.1
E00001119,7940.4
E00001120,8044.4
E00001121,5638.1
E00001122,211.3
E00001123,3601.7
E00001124,7916.7
E00001125,9029.5
E00001126,9437.0
E00001127,8422.4
E00001128,4559.0
E00001129,4504.8
E00001130,4804.8
E00001131,5246.4
E00001132,6381.7
E00001133,4991.8
E00001134,5412.4
E00001135,4898.5
E00001136,6705.0
E00001137,7930.3
E00001138,5961.2
E00001139,4910.0
E00001140,6608.9
E00001141,7585.5
E00001142,8879.3
E00001143,7226.7
E00001144,7650.9
E00001145,8678.5
E00001146,8517.7
E00001147,8528.0
E00001148,7863.8
E00001149,10093.5
E00001150,8218.4
E00001151,5189.1
E00001152,5143.7
E00001153,7500.0
E00001154,4617.4
E00001155,5067.4
E00001156,7729.1
E00001157,6949.5
E00001158,14565.2
E00001159,23581.1
E00001160,15233.9
E00001161,18114.0
E00001162,41093.8
E00001163,7756.7
E00001164,2626.1
E00001165,7344.3
E00001166,11960.8
E00001167,3827.9
E00001168,14121.6
E00001169,7894.7
E00001170,18397.4
E00001171,6129.6
E00001172,12241.4
E00001173,5234.0
E00001174,7124.5
E00001175,8600.0
E00001176,17650.3
E00001177,8078.9
E00001178,4733.4
E00001179,2173.1
E00001180,5167.0
E00001181,5917.8
E00001182,6818.2
E00001183,4199.3
E00001184,12733.6
E00001185,6252.1
E00001186,4901.4
E00001187,4185.8
E00001188,7700.0
E00001189,6833.9
E00001191,3597.0
E00001192,10912.3
E00001193,8143.1
E00001194,7694.3
E00001195,4528.6
E00001196,11677.2
E00001197,2828.2
E00001198,13909.1
E00001199,12700.7
E00001200,4907.3
E00001201,10623.4
E00001202,13478.3
E00001203,11988.0
E00001204,4471.2
E00001205,8901.1
E00001207,7159.9
E00001208,1308.1
E00001209,1314.0
E00001210,7069.4
E00001212,8338.2
E00001213,601.1
E00001214,4635.6
E00001215,406.3
E00001216,358.2
E00001217,2152.6
E00001218,768.2
E00001219,9971.2
E00001220,2197.1
E00001221,3515.6
E00001222,10445.9
E00001223,4592.2
E00001224,10000.0
E00001226,3445.0
E00001227,3464.4
E00001228,5514.2
E00001229,6030.2
E00001230,8783.5
E00001231,11375.7
E00001232,10946.7
E00001233,11458.3
E00001234,2995.0
E00001235,6994.7
E00001236,6228.8
E00001237,3319.8
E00001238,4469.9
E00001239,10592.1
E00001240,8551.9
E00001241,5641.5
E00001242,6208.8
E00001243,9761.9
E00001244,2494.5
E00001245,10240.4
E00001246,7420.4
E00001247,5327.4
E00001248,9308.8
E00001249,352.6
E00001250,7819.1
E00001251,12568.5
E00001252,5880.9
E00001253,1208.4
E00001254,233.0
E00001255,3671.2
E00001256,7581.0
E00001257,1992.5
E00001258,10170.1
E00001259,4387.2
E00001261,2750.2
E00001262,2818.8
E00001265,2239.8
E00001266,6485.0
E00001267,6271.9
E00001268,1267.2
E00001269,5086.4
E00001270,6756.4
E00001271,1121.2
E00001272,3671.4
E00001273,4956.1
E00001274,2684.0
E00001275,5991.8
E00001276,5379.8
E00001277,2503.8
E00001278,3045.3
E00001279,9157.9
E00001280,6186.3
E00001281,5503.1
E00001282,7256.8
E00001283,5000.0
E00001284,6155.6
E00001285,1240.6
E00001286,6860.7
E00001288,1094.6
E00001289,7468.9
E00001290,8318.8
E00001291,7477.6
E00001292,414.0
E00001293,7351.9
E00001294,3014.2
E00001295,610.1
E00001296,2145.2
E00001297,4169.3
E00001298,3681.3
E00001299,5287.5
E00001300,5420.3
E00001301,4675.3
E00001302,4509.8
E00001303,5219.4
E00001304,7391.3
E00001305,4395.7
E00001306,7124.0
E00001307,3241.8
E00001308,6195.5
E00001309,5658.3
E00001310,8136.4
E00001311,2231.1
E00001312,2700.6
E00001313,2660.6
E00001314,6437.6
E00001315,9016.4
E00001316,7631.6
E00001317,7125.4
E00001318,5268.5
E00001319,7316.6
E00001320,4128.1
E00001321,6254.4
E00001322,7971.2
E00001323,905.1
E00001324,7814.6
E00001325,9927.8
E00001326,5416.7
E00001327,8446.1
E00001328,11459.1
E00001329,9583.3
E00001330,4272.5
E00001331,8379.3
E00001333,6472.1
E00001334,8662.4
E00001335,5327.6
E00001336,4102.6
E00001337,4168.7
E00001338,6351.1
E00001339,6166.7
E00001340,7658.6
E00001341,3080.9
E00001342,7238.6
E00001343,6370.5
E00001344,5323.6
E00001345,4603.4
E00001346,5731.9
E00001347,5007.6
E00001348,4386.9
E00001349,6199.1
E00001350,5925.9
E00001351,8259.1
E00001352,9435.7
E00001353,3586.0
E00001354,7983.7
E00001355,3038.7
E00001356,6914.4
E00001357,10769.2
E00001358,7889.1
E00001359,9841.3
E00001360,4075.2
E00001361,10195.4
E00001362,6224.5
E00001363,6313.9
E00001364,5624.1
E00001365,5420.3
E00001366,4500.6
E00001367,572.2
E00001368,99.0
E00001369,3117.0
E00001370,594.1
E00001371,2071.9
E00001372,650.8
E00001374,3007.3
E00001375,1340.7
E00001376,7300.4
E00001377,2626.1
E00001378,6227.9
E00001379,7563.5
E00001380,603.7
E00001381,3918.6
E00001382,5862.7
E00001383,3895.9
E00001384,4752.1
E00001385,2575.4
E00001386,5716.7
E00001387,13606.6
E00001388,14170.0
E00001389,3926.1
E00001390,4950.7
E00001391,3625.4
E00001392,4498.6
E00001393,7790.2
E00001394,3584.4
E00001395,1332.8
E00001396,7008.0
E00001397,4986.2
E00001398,2590.3
E00001399,4205.7
E00001400,7002.1
E00001401,7082.3
E00001402,6598.6
E00001403,9562.6
E00001404,6541.7
E00001405,6746.3
E00001406,5304.6
E00001407,11569.5
E00001408,12101.9
E00001410,7709.8
E00001411,16312.5
E00001412,7905.8
E00001413,6150.9
E00001415,6102.4
E00001416,2947.8
E00001417,6671.9
E00001418,7353.8
E00001419,8648.6
E00001420,5233.6
E00001421,2795.1
E00001422,478.0
E00001423,299.3
E00001424,4992.5
E00001425,3212.7
E00001426,6953.1
E00001427,7796.2
E00001428,3865.4
E00001429,9844.4
E00001430,5872.4
E00001431,4695.5
E00001432,6400.7
E00001433,3450.1
E00001434,6177.6
E00001435,5244.9
E00001436,9234.6
E00001437,5738.4
E00001438,7252.5
E00001439,4566.0
E00001440,11519.0
E00001441,6014.4
E00001442,8255.2
E00001443,2065.1
E00001444,6128.5
E00001445,9233.2
E00001446,5869.9
E00001447,10718.4
E00001448,12509.5
E00001449,6069.6
E00001450,5930.5
E00001451,3664.2
E00001452,12112.7
E00001453,8676.1
E00001454,5452.3
E00001455,10306.9
E00001456,5936.3
E00001457,10406.3
E00001458,7621.2
E00001459,11123.6
E00001460,5789.5
E00001461,6834.9
E00001462,4833.3
E00001463,7222.2
E00001464,11982.0
E00001465,7587.6
E00001466,4569.5
E00001467,9104.0
E00001468,13920.9
E00001469,11882.4
E00001470,10506.3
E00001471,8000.0
E00001472,4564.4
E00001474,11656.1
E00001475,9858.4
E00001476,5834.5
E00001477,7777.8
E00001478,9377.5
E00001479,6961.0
E00001480,4563.9
E00001481,5130.4
E00001482,8176.1
E00001483,8668.2
E00001484,11759.3
E00001485,16928.1
E00001486,8096.4
E00001487,6768.6
E00001488,4859.3
E00001489,8642.5
E00001490,6528.9
E00001491,11573.8
